index,station_number,datee,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,date,store_nbr,item_nbr,units
180,11,2012-01-10,76.0,47.0,62.0,9.0,54.0,57.0,3.0,0.0,725.0,1744.0,BR,0.0,0.0,30.02,30.05,3.7,17.0,4.1,10-01-2012,43,16,65
180,11,2012-01-10,76.0,47.0,62.0,9.0,54.0,57.0,3.0,0.0,725.0,1744.0,BR,0.0,0.0,30.02,30.05,3.7,17.0,4.1,10-01-2012,43,37,23
181,12,2012-01-10,75.0,48.0,62.0,0.0,55.0,58.0,3.0,0.0,0.0,0.0,BR,0.0,0.0,30.02,30.05,3.4,19.0,3.8,10-01-2012,44,5,47
181,12,2012-01-10,75.0,48.0,62.0,0.0,55.0,58.0,3.0,0.0,0.0,0.0,BR,0.0,0.0,30.02,30.05,3.4,19.0,3.8,10-01-2012,44,62,2
181,12,2012-01-10,75.0,48.0,62.0,0.0,55.0,58.0,3.0,0.0,0.0,0.0,BR,0.0,0.0,30.02,30.05,3.4,19.0,3.8,10-01-2012,44,68,61
190,1,2012-01-11,39.0,24.0,32.0,0.0,21.0,29.0,33.0,0.0,0.0,0.0, ,0.0,0.0,29.91,30.1,3.4,7.0,4.2,11-01-2012,1,9,26
190,1,2012-01-11,39.0,24.0,32.0,0.0,21.0,29.0,33.0,0.0,0.0,0.0, ,0.0,0.0,29.91,30.1,3.4,7.0,4.2,11-01-2012,1,28,1
190,1,2012-01-11,39.0,24.0,32.0,0.0,21.0,29.0,33.0,0.0,0.0,0.0, ,0.0,0.0,29.91,30.1,3.4,7.0,4.2,11-01-2012,1,40,4
190,1,2012-01-11,39.0,24.0,32.0,0.0,21.0,29.0,33.0,0.0,0.0,0.0, ,0.0,0.0,29.91,30.1,3.4,7.0,4.2,11-01-2012,1,51,3
202,14,2012-01-11,56.0,29.0,43.0,7.0,28.0,35.0,22.0,0.0,740.0,1737.0,SN,0.000193236714975845,0.004589201877934271,28.45,29.82,14.2,35.0,15.6,11-01-2012,2,5,91
202,14,2012-01-11,56.0,29.0,43.0,7.0,28.0,35.0,22.0,0.0,740.0,1737.0,SN,0.000193236714975845,0.004589201877934271,28.45,29.82,14.2,35.0,15.6,11-01-2012,2,11,2
202,14,2012-01-11,56.0,29.0,43.0,7.0,28.0,35.0,22.0,0.0,740.0,1737.0,SN,0.000193236714975845,0.004589201877934271,28.45,29.82,14.2,35.0,15.6,11-01-2012,2,44,123
195,7,2012-01-11,53.0,28.0,41.0,0.0,27.0,34.0,24.0,0.0,0.0,0.0,SN BR,0.000193236714975845,0.004589201877934271,28.47,29.84,12.5,34.0,15.8,11-01-2012,3,5,172
195,7,2012-01-11,53.0,28.0,41.0,0.0,27.0,34.0,24.0,0.0,0.0,0.0,SN BR,0.000193236714975845,0.004589201877934271,28.47,29.84,12.5,34.0,15.8,11-01-2012,3,45,75
197,9,2012-01-11,38.0,14.0,26.0,0.0,22.0,25.0,39.0,0.0,0.0,0.0,SN BR,0.0,0.004589201877934271,28.99,29.76,13.0,32.0,14.1,11-01-2012,4,9,57
197,9,2012-01-11,38.0,14.0,26.0,0.0,22.0,25.0,39.0,0.0,0.0,0.0,SN BR,0.0,0.004589201877934271,28.99,29.76,13.0,32.0,14.1,11-01-2012,4,27,11
197,9,2012-01-11,38.0,14.0,26.0,0.0,22.0,25.0,39.0,0.0,0.0,0.0,SN BR,0.0,0.004589201877934271,28.99,29.76,13.0,32.0,14.1,11-01-2012,4,90,2
200,12,2012-01-11,76.0,59.0,68.0,0.0,56.0,60.0,0.0,3.0,0.0,0.0, ,0.0,0.004589201877934271,29.75,29.79,8.7,22.0,10.8,11-01-2012,5,16,44
200,12,2012-01-11,76.0,59.0,68.0,0.0,56.0,60.0,0.0,3.0,0.0,0.0, ,0.0,0.004589201877934271,29.75,29.79,8.7,22.0,10.8,11-01-2012,5,20,3
200,12,2012-01-11,76.0,59.0,68.0,0.0,56.0,60.0,0.0,3.0,0.0,0.0, ,0.0,0.004589201877934271,29.75,29.79,8.7,22.0,10.8,11-01-2012,5,32,1
200,12,2012-01-11,76.0,59.0,68.0,0.0,56.0,60.0,0.0,3.0,0.0,0.0, ,0.0,0.004589201877934271,29.75,29.79,8.7,22.0,10.8,11-01-2012,5,37,11
202,14,2012-01-11,56.0,29.0,43.0,7.0,28.0,35.0,22.0,0.0,740.0,1737.0,SN,0.000193236714975845,0.004589201877934271,28.45,29.82,14.2,35.0,15.6,11-01-2012,6,9,8
202,14,2012-01-11,56.0,29.0,43.0,7.0,28.0,35.0,22.0,0.0,740.0,1737.0,SN,0.000193236714975845,0.004589201877934271,28.45,29.82,14.2,35.0,15.6,11-01-2012,6,45,37
194,6,2012-01-11,76.0,29.0,53.0,4.0,36.0,45.0,12.0,0.0,728.0,1749.0, ,0.0,0.0,29.28,29.81,5.8,24.0,9.9,11-01-2012,7,5,54
194,6,2012-01-11,76.0,29.0,53.0,4.0,36.0,45.0,12.0,0.0,728.0,1749.0, ,0.0,0.0,29.28,29.81,5.8,24.0,9.9,11-01-2012,7,7,6
194,6,2012-01-11,76.0,29.0,53.0,4.0,36.0,45.0,12.0,0.0,728.0,1749.0, ,0.0,0.0,29.28,29.81,5.8,24.0,9.9,11-01-2012,7,23,8
193,4,2012-01-11,77.0,38.0,58.0,7.0,36.0,60.6869565217391,7.0,0.0,729.0,1749.0, ,0.0,0.0,29.1,29.453690821256103,3.7,29.0,6.3,11-01-2012,8,5,61
193,4,2012-01-11,77.0,38.0,58.0,7.0,36.0,60.6869565217391,7.0,0.0,729.0,1749.0, ,0.0,0.0,29.1,29.453690821256103,3.7,29.0,6.3,11-01-2012,8,23,9
193,4,2012-01-11,77.0,38.0,58.0,7.0,36.0,60.6869565217391,7.0,0.0,729.0,1749.0, ,0.0,0.0,29.1,29.453690821256103,3.7,29.0,6.3,11-01-2012,8,59,1
205,17,2012-01-11,62.0,24.0,43.0,0.0,27.0,35.0,22.0,0.0,0.0,0.0,SN BR,0.0,0.02,29.15,29.82,5.7,33.0,5.9,11-01-2012,9,5,77
205,17,2012-01-11,62.0,24.0,43.0,0.0,27.0,35.0,22.0,0.0,0.0,0.0,SN BR,0.0,0.02,29.15,29.82,5.7,33.0,5.9,11-01-2012,9,10,2
205,17,2012-01-11,62.0,24.0,43.0,0.0,27.0,35.0,22.0,0.0,0.0,0.0,SN BR,0.0,0.02,29.15,29.82,5.7,33.0,5.9,11-01-2012,9,45,79
200,12,2012-01-11,76.0,59.0,68.0,0.0,56.0,60.0,0.0,3.0,0.0,0.0, ,0.0,0.004589201877934271,29.75,29.79,8.7,22.0,10.8,11-01-2012,10,5,48
200,12,2012-01-11,76.0,59.0,68.0,0.0,56.0,60.0,0.0,3.0,0.0,0.0, ,0.0,0.004589201877934271,29.75,29.79,8.7,22.0,10.8,11-01-2012,10,37,11
198,10,2012-01-11,75.0,59.0,67.0,0.0,55.0,60.0,0.0,2.0,724.0,1745.0,RA,0.0,0.04,29.77,29.78,10.4,20.0,13.0,11-01-2012,11,9,38
198,10,2012-01-11,75.0,59.0,67.0,0.0,55.0,60.0,0.0,2.0,724.0,1745.0,RA,0.0,0.04,29.77,29.78,10.4,20.0,13.0,11-01-2012,11,61,3
198,10,2012-01-11,75.0,59.0,67.0,0.0,55.0,60.0,0.0,2.0,724.0,1745.0,RA,0.0,0.04,29.77,29.78,10.4,20.0,13.0,11-01-2012,11,68,22
199,11,2012-01-11,73.0,55.0,64.0,11.0,55.0,59.0,1.0,0.0,725.0,1745.0,RA,0.0,0.004589201877934271,29.75,29.78,9.3,21.0,11.3,11-01-2012,12,16,26
199,11,2012-01-11,73.0,55.0,64.0,11.0,55.0,59.0,1.0,0.0,725.0,1745.0,RA,0.0,0.004589201877934271,29.75,29.78,9.3,21.0,11.3,11-01-2012,12,37,25
194,6,2012-01-11,76.0,29.0,53.0,4.0,36.0,45.0,12.0,0.0,728.0,1749.0, ,0.0,0.0,29.28,29.81,5.8,24.0,9.9,11-01-2012,13,5,125
194,6,2012-01-11,76.0,29.0,53.0,4.0,36.0,45.0,12.0,0.0,728.0,1749.0, ,0.0,0.0,29.28,29.81,5.8,24.0,9.9,11-01-2012,13,36,92
194,6,2012-01-11,76.0,29.0,53.0,4.0,36.0,45.0,12.0,0.0,728.0,1749.0, ,0.0,0.0,29.28,29.81,5.8,24.0,9.9,11-01-2012,13,46,3
194,6,2012-01-11,76.0,29.0,53.0,4.0,36.0,45.0,12.0,0.0,728.0,1749.0, ,0.0,0.0,29.28,29.81,5.8,24.0,9.9,11-01-2012,13,93,2
204,16,2012-01-11,38.0,23.0,31.0,0.0,22.0,29.0,34.0,0.0,0.0,0.0, ,0.0,0.0,29.93,30.07,3.2,8.0,5.9,11-01-2012,14,9,18
204,16,2012-01-11,38.0,23.0,31.0,0.0,22.0,29.0,34.0,0.0,0.0,0.0, ,0.0,0.0,29.93,30.07,3.2,8.0,5.9,11-01-2012,14,25,13
201,13,2012-01-11,41.0,3.0,51.0695652173913,0.0,12.0,16.0,15.1777777777778,2.12657004830918,0.0,0.0,SN FZFG BR,0.0,0.01,24.24,30.15,5.3,4.0,8.8,11-01-2012,15,5,137
201,13,2012-01-11,41.0,3.0,51.0695652173913,0.0,12.0,16.0,15.1777777777778,2.12657004830918,0.0,0.0,SN FZFG BR,0.0,0.01,24.24,30.15,5.3,4.0,8.8,11-01-2012,15,45,73
191,2,2012-01-11,38.0,28.0,33.0,9.0,22.0,28.0,32.0,0.0,715.0,1636.0, ,0.0,0.0,28.92,30.06,1.5,9.0,4.5,11-01-2012,16,16,51
191,2,2012-01-11,38.0,28.0,33.0,9.0,22.0,28.0,32.0,0.0,715.0,1636.0, ,0.0,0.0,28.92,30.06,1.5,9.0,4.5,11-01-2012,16,25,208
208,20,2012-01-11,64.0,37.0,51.0,0.0,39.0,45.0,14.0,0.0,0.0,0.0, ,0.0,0.0,29.05,29.76,4.4,31.0,9.2,11-01-2012,17,9,200
208,20,2012-01-11,64.0,37.0,51.0,0.0,39.0,45.0,14.0,0.0,0.0,0.0, ,0.0,0.0,29.05,29.76,4.4,31.0,9.2,11-01-2012,17,37,67
208,20,2012-01-11,64.0,37.0,51.0,0.0,39.0,45.0,14.0,0.0,0.0,0.0, ,0.0,0.0,29.05,29.76,4.4,31.0,9.2,11-01-2012,17,48,175
208,20,2012-01-11,64.0,37.0,51.0,0.0,39.0,45.0,14.0,0.0,0.0,0.0, ,0.0,0.0,29.05,29.76,4.4,31.0,9.2,11-01-2012,17,71,2
205,17,2012-01-11,62.0,24.0,43.0,0.0,27.0,35.0,22.0,0.0,0.0,0.0,SN BR,0.0,0.02,29.15,29.82,5.7,33.0,5.9,11-01-2012,18,5,9
205,17,2012-01-11,62.0,24.0,43.0,0.0,27.0,35.0,22.0,0.0,0.0,0.0,SN BR,0.0,0.02,29.15,29.82,5.7,33.0,5.9,11-01-2012,18,37,10
203,15,2012-01-11,34.0,21.0,28.0,8.0,18.0,25.0,37.0,0.0,717.0,1631.0,SN BR,0.0,0.0,29.67,30.09,1.1,36.0,3.2,11-01-2012,19,16,17
203,15,2012-01-11,34.0,21.0,28.0,8.0,18.0,25.0,37.0,0.0,717.0,1631.0,SN BR,0.0,0.0,29.67,30.09,1.1,36.0,3.2,11-01-2012,19,83,4
195,7,2012-01-11,53.0,28.0,41.0,0.0,27.0,34.0,24.0,0.0,0.0,0.0,SN BR,0.000193236714975845,0.004589201877934271,28.47,29.84,12.5,34.0,15.8,11-01-2012,20,5,73
195,7,2012-01-11,53.0,28.0,41.0,0.0,27.0,34.0,24.0,0.0,0.0,0.0,SN BR,0.000193236714975845,0.004589201877934271,28.47,29.84,12.5,34.0,15.8,11-01-2012,20,41,28
195,7,2012-01-11,53.0,28.0,41.0,0.0,27.0,34.0,24.0,0.0,0.0,0.0,SN BR,0.000193236714975845,0.004589201877934271,28.47,29.84,12.5,34.0,15.8,11-01-2012,20,74,13
192,3,2012-01-11,61.0,29.0,45.0,9.0,30.0,36.0,20.0,0.0,735.0,1728.0,SN BR,0.5,0.02,29.08,29.79,9.5,32.0,12.1,11-01-2012,21,5,38
192,3,2012-01-11,61.0,29.0,45.0,9.0,30.0,36.0,20.0,0.0,735.0,1728.0,SN BR,0.5,0.02,29.08,29.79,9.5,32.0,12.1,11-01-2012,21,44,83
198,10,2012-01-11,75.0,59.0,67.0,0.0,55.0,60.0,0.0,2.0,724.0,1745.0,RA,0.0,0.04,29.77,29.78,10.4,20.0,13.0,11-01-2012,22,9,10
198,10,2012-01-11,75.0,59.0,67.0,0.0,55.0,60.0,0.0,2.0,724.0,1745.0,RA,0.0,0.04,29.77,29.78,10.4,20.0,13.0,11-01-2012,22,68,55
205,17,2012-01-11,62.0,24.0,43.0,0.0,27.0,35.0,22.0,0.0,0.0,0.0,SN BR,0.0,0.02,29.15,29.82,5.7,33.0,5.9,11-01-2012,23,5,16
205,17,2012-01-11,62.0,24.0,43.0,0.0,27.0,35.0,22.0,0.0,0.0,0.0,SN BR,0.0,0.02,29.15,29.82,5.7,33.0,5.9,11-01-2012,23,29,1
205,17,2012-01-11,62.0,24.0,43.0,0.0,27.0,35.0,22.0,0.0,0.0,0.0,SN BR,0.0,0.02,29.15,29.82,5.7,33.0,5.9,11-01-2012,23,45,32
197,9,2012-01-11,38.0,14.0,26.0,0.0,22.0,25.0,39.0,0.0,0.0,0.0,SN BR,0.0,0.004589201877934271,28.99,29.76,13.0,32.0,14.1,11-01-2012,24,6,21
197,9,2012-01-11,38.0,14.0,26.0,0.0,22.0,25.0,39.0,0.0,0.0,0.0,SN BR,0.0,0.004589201877934271,28.99,29.76,13.0,32.0,14.1,11-01-2012,24,43,61
201,13,2012-01-11,41.0,3.0,51.0695652173913,0.0,12.0,16.0,15.1777777777778,2.12657004830918,0.0,0.0,SN FZFG BR,0.0,0.01,24.24,30.15,5.3,4.0,8.8,11-01-2012,25,9,50
201,13,2012-01-11,41.0,3.0,51.0695652173913,0.0,12.0,16.0,15.1777777777778,2.12657004830918,0.0,0.0,SN FZFG BR,0.0,0.01,24.24,30.15,5.3,4.0,8.8,11-01-2012,25,45,72
201,13,2012-01-11,41.0,3.0,51.0695652173913,0.0,12.0,16.0,15.1777777777778,2.12657004830918,0.0,0.0,SN FZFG BR,0.0,0.01,24.24,30.15,5.3,4.0,8.8,11-01-2012,25,81,10
205,17,2012-01-11,62.0,24.0,43.0,0.0,27.0,35.0,22.0,0.0,0.0,0.0,SN BR,0.0,0.02,29.15,29.82,5.7,33.0,5.9,11-01-2012,26,5,54
205,17,2012-01-11,62.0,24.0,43.0,0.0,27.0,35.0,22.0,0.0,0.0,0.0,SN BR,0.0,0.02,29.15,29.82,5.7,33.0,5.9,11-01-2012,26,45,50
198,10,2012-01-11,75.0,59.0,67.0,0.0,55.0,60.0,0.0,2.0,724.0,1745.0,RA,0.0,0.04,29.77,29.78,10.4,20.0,13.0,11-01-2012,27,9,24
198,10,2012-01-11,75.0,59.0,67.0,0.0,55.0,60.0,0.0,2.0,724.0,1745.0,RA,0.0,0.04,29.77,29.78,10.4,20.0,13.0,11-01-2012,27,68,47
195,7,2012-01-11,53.0,28.0,41.0,0.0,27.0,34.0,24.0,0.0,0.0,0.0,SN BR,0.000193236714975845,0.004589201877934271,28.47,29.84,12.5,34.0,15.8,11-01-2012,28,5,92
195,7,2012-01-11,53.0,28.0,41.0,0.0,27.0,34.0,24.0,0.0,0.0,0.0,SN BR,0.000193236714975845,0.004589201877934271,28.47,29.84,12.5,34.0,15.8,11-01-2012,28,45,55
192,3,2012-01-11,61.0,29.0,45.0,9.0,30.0,36.0,20.0,0.0,735.0,1728.0,SN BR,0.5,0.02,29.08,29.79,9.5,32.0,12.1,11-01-2012,29,8,13
192,3,2012-01-11,61.0,29.0,45.0,9.0,30.0,36.0,20.0,0.0,735.0,1728.0,SN BR,0.5,0.02,29.08,29.79,9.5,32.0,12.1,11-01-2012,29,41,23
192,3,2012-01-11,61.0,29.0,45.0,9.0,30.0,36.0,20.0,0.0,735.0,1728.0,SN BR,0.5,0.02,29.08,29.79,9.5,32.0,12.1,11-01-2012,29,45,71
192,3,2012-01-11,61.0,29.0,45.0,9.0,30.0,36.0,20.0,0.0,735.0,1728.0,SN BR,0.5,0.02,29.08,29.79,9.5,32.0,12.1,11-01-2012,29,56,1
207,19,2012-01-11,55.0,28.0,42.0,22.0,29.0,35.0,23.0,0.0,721.0,1638.0,BR HZ,0.0,0.0,28.85,29.64,0.7,21.0,2.5,11-01-2012,30,16,65
207,19,2012-01-11,55.0,28.0,42.0,22.0,29.0,35.0,23.0,0.0,721.0,1638.0,BR HZ,0.0,0.0,28.85,29.64,0.7,21.0,2.5,11-01-2012,30,44,236
207,19,2012-01-11,55.0,28.0,42.0,22.0,29.0,35.0,23.0,0.0,721.0,1638.0,BR HZ,0.0,0.0,28.85,29.64,0.7,21.0,2.5,11-01-2012,30,49,6
207,19,2012-01-11,55.0,28.0,42.0,22.0,29.0,35.0,23.0,0.0,721.0,1638.0,BR HZ,0.0,0.0,28.85,29.64,0.7,21.0,2.5,11-01-2012,30,51,1
207,19,2012-01-11,55.0,28.0,42.0,22.0,29.0,35.0,23.0,0.0,721.0,1638.0,BR HZ,0.0,0.0,28.85,29.64,0.7,21.0,2.5,11-01-2012,30,65,2
205,17,2012-01-11,62.0,24.0,43.0,0.0,27.0,35.0,22.0,0.0,0.0,0.0,SN BR,0.0,0.02,29.15,29.82,5.7,33.0,5.9,11-01-2012,31,9,81
205,17,2012-01-11,62.0,24.0,43.0,0.0,27.0,35.0,22.0,0.0,0.0,0.0,SN BR,0.0,0.02,29.15,29.82,5.7,33.0,5.9,11-01-2012,31,45,38
201,13,2012-01-11,41.0,3.0,51.0695652173913,0.0,12.0,16.0,15.1777777777778,2.12657004830918,0.0,0.0,SN FZFG BR,0.0,0.01,24.24,30.15,5.3,4.0,8.8,11-01-2012,32,9,82
201,13,2012-01-11,41.0,3.0,51.0695652173913,0.0,12.0,16.0,15.1777777777778,2.12657004830918,0.0,0.0,SN FZFG BR,0.0,0.01,24.24,30.15,5.3,4.0,8.8,11-01-2012,32,45,35
201,13,2012-01-11,41.0,3.0,51.0695652173913,0.0,12.0,16.0,15.1777777777778,2.12657004830918,0.0,0.0,SN FZFG BR,0.0,0.01,24.24,30.15,5.3,4.0,8.8,11-01-2012,32,51,2
201,13,2012-01-11,41.0,3.0,51.0695652173913,0.0,12.0,16.0,15.1777777777778,2.12657004830918,0.0,0.0,SN FZFG BR,0.0,0.01,24.24,30.15,5.3,4.0,8.8,11-01-2012,32,58,4
192,3,2012-01-11,61.0,29.0,45.0,9.0,30.0,36.0,20.0,0.0,735.0,1728.0,SN BR,0.5,0.02,29.08,29.79,9.5,32.0,12.1,11-01-2012,33,9,97
192,3,2012-01-11,61.0,29.0,45.0,9.0,30.0,36.0,20.0,0.0,735.0,1728.0,SN BR,0.5,0.02,29.08,29.79,9.5,32.0,12.1,11-01-2012,33,44,210
192,3,2012-01-11,61.0,29.0,45.0,9.0,30.0,36.0,20.0,0.0,735.0,1728.0,SN BR,0.5,0.02,29.08,29.79,9.5,32.0,12.1,11-01-2012,33,92,3
205,17,2012-01-11,62.0,24.0,43.0,0.0,27.0,35.0,22.0,0.0,0.0,0.0,SN BR,0.0,0.02,29.15,29.82,5.7,33.0,5.9,11-01-2012,34,9,88
205,17,2012-01-11,62.0,24.0,43.0,0.0,27.0,35.0,22.0,0.0,0.0,0.0,SN BR,0.0,0.02,29.15,29.82,5.7,33.0,5.9,11-01-2012,34,31,4
205,17,2012-01-11,62.0,24.0,43.0,0.0,27.0,35.0,22.0,0.0,0.0,0.0,SN BR,0.0,0.02,29.15,29.82,5.7,33.0,5.9,11-01-2012,34,45,121
205,17,2012-01-11,62.0,24.0,43.0,0.0,27.0,35.0,22.0,0.0,0.0,0.0,SN BR,0.0,0.02,29.15,29.82,5.7,33.0,5.9,11-01-2012,34,52,3
206,18,2012-01-11,65.0,36.0,51.0,6.0,39.0,45.0,14.0,0.0,731.0,1740.0, ,0.0,0.0,29.26,29.76,3.6,34.0,8.1,11-01-2012,36,9,39
206,18,2012-01-11,65.0,36.0,51.0,6.0,39.0,45.0,14.0,0.0,731.0,1740.0, ,0.0,0.0,29.26,29.76,3.6,34.0,8.1,11-01-2012,36,30,3
206,18,2012-01-11,65.0,36.0,51.0,6.0,39.0,45.0,14.0,0.0,731.0,1740.0, ,0.0,0.0,29.26,29.76,3.6,34.0,8.1,11-01-2012,36,44,103
201,13,2012-01-11,41.0,3.0,51.0695652173913,0.0,12.0,16.0,15.1777777777778,2.12657004830918,0.0,0.0,SN FZFG BR,0.0,0.01,24.24,30.15,5.3,4.0,8.8,11-01-2012,37,5,40
201,13,2012-01-11,41.0,3.0,51.0695652173913,0.0,12.0,16.0,15.1777777777778,2.12657004830918,0.0,0.0,SN FZFG BR,0.0,0.01,24.24,30.15,5.3,4.0,8.8,11-01-2012,37,45,38
201,13,2012-01-11,41.0,3.0,51.0695652173913,0.0,12.0,16.0,15.1777777777778,2.12657004830918,0.0,0.0,SN FZFG BR,0.0,0.01,24.24,30.15,5.3,4.0,8.8,11-01-2012,37,53,3
202,14,2012-01-11,56.0,29.0,43.0,7.0,28.0,35.0,22.0,0.0,740.0,1737.0,SN,0.000193236714975845,0.004589201877934271,28.45,29.82,14.2,35.0,15.6,11-01-2012,38,9,82
202,14,2012-01-11,56.0,29.0,43.0,7.0,28.0,35.0,22.0,0.0,740.0,1737.0,SN,0.000193236714975845,0.004589201877934271,28.45,29.82,14.2,35.0,15.6,11-01-2012,38,45,86
196,8,2012-01-11,72.0,41.0,40.138164251207705,0.0,36.0,47.0,1.7487922705313999,6.27826086956522,0.0,0.0, ,0.0,0.0,29.45,0.0,6.4,25.0,8.9,11-01-2012,39,36,14
201,13,2012-01-11,41.0,3.0,51.0695652173913,0.0,12.0,16.0,15.1777777777778,2.12657004830918,0.0,0.0,SN FZFG BR,0.0,0.01,24.24,30.15,5.3,4.0,8.8,11-01-2012,40,5,79
201,13,2012-01-11,41.0,3.0,51.0695652173913,0.0,12.0,16.0,15.1777777777778,2.12657004830918,0.0,0.0,SN FZFG BR,0.0,0.01,24.24,30.15,5.3,4.0,8.8,11-01-2012,40,45,29
201,13,2012-01-11,41.0,3.0,51.0695652173913,0.0,12.0,16.0,15.1777777777778,2.12657004830918,0.0,0.0,SN FZFG BR,0.0,0.01,24.24,30.15,5.3,4.0,8.8,11-01-2012,40,51,3
201,13,2012-01-11,41.0,3.0,51.0695652173913,0.0,12.0,16.0,15.1777777777778,2.12657004830918,0.0,0.0,SN FZFG BR,0.0,0.01,24.24,30.15,5.3,4.0,8.8,11-01-2012,40,55,5
200,12,2012-01-11,76.0,59.0,68.0,0.0,56.0,60.0,0.0,3.0,0.0,0.0, ,0.0,0.004589201877934271,29.75,29.79,8.7,22.0,10.8,11-01-2012,41,16,41
200,12,2012-01-11,76.0,59.0,68.0,0.0,56.0,60.0,0.0,3.0,0.0,0.0, ,0.0,0.004589201877934271,29.75,29.79,8.7,22.0,10.8,11-01-2012,41,61,4
200,12,2012-01-11,76.0,59.0,68.0,0.0,56.0,60.0,0.0,3.0,0.0,0.0, ,0.0,0.004589201877934271,29.75,29.79,8.7,22.0,10.8,11-01-2012,41,68,66
202,14,2012-01-11,56.0,29.0,43.0,7.0,28.0,35.0,22.0,0.0,740.0,1737.0,SN,0.000193236714975845,0.004589201877934271,28.45,29.82,14.2,35.0,15.6,11-01-2012,42,5,57
202,14,2012-01-11,56.0,29.0,43.0,7.0,28.0,35.0,22.0,0.0,740.0,1737.0,SN,0.000193236714975845,0.004589201877934271,28.45,29.82,14.2,35.0,15.6,11-01-2012,42,45,65
202,14,2012-01-11,56.0,29.0,43.0,7.0,28.0,35.0,22.0,0.0,740.0,1737.0,SN,0.000193236714975845,0.004589201877934271,28.45,29.82,14.2,35.0,15.6,11-01-2012,42,82,1
199,11,2012-01-11,73.0,55.0,64.0,11.0,55.0,59.0,1.0,0.0,725.0,1745.0,RA,0.0,0.004589201877934271,29.75,29.78,9.3,21.0,11.3,11-01-2012,43,16,55
199,11,2012-01-11,73.0,55.0,64.0,11.0,55.0,59.0,1.0,0.0,725.0,1745.0,RA,0.0,0.004589201877934271,29.75,29.78,9.3,21.0,11.3,11-01-2012,43,37,17
200,12,2012-01-11,76.0,59.0,68.0,0.0,56.0,60.0,0.0,3.0,0.0,0.0, ,0.0,0.004589201877934271,29.75,29.79,8.7,22.0,10.8,11-01-2012,44,5,23
200,12,2012-01-11,76.0,59.0,68.0,0.0,56.0,60.0,0.0,3.0,0.0,0.0, ,0.0,0.004589201877934271,29.75,29.79,8.7,22.0,10.8,11-01-2012,44,68,36
204,16,2012-01-11,38.0,23.0,31.0,0.0,22.0,29.0,34.0,0.0,0.0,0.0, ,0.0,0.0,29.93,30.07,3.2,8.0,5.9,11-01-2012,45,9,10
209,1,2012-01-12,40.0,31.0,36.0,0.0,31.0,34.0,29.0,0.0,0.0,0.0,RA SN BR,0.0,0.69,29.62,29.74,10.7,5.0,12.3,12-01-2012,1,9,32
209,1,2012-01-12,40.0,31.0,36.0,0.0,31.0,34.0,29.0,0.0,0.0,0.0,RA SN BR,0.0,0.69,29.62,29.74,10.7,5.0,12.3,12-01-2012,1,28,2
209,1,2012-01-12,40.0,31.0,36.0,0.0,31.0,34.0,29.0,0.0,0.0,0.0,RA SN BR,0.0,0.69,29.62,29.74,10.7,5.0,12.3,12-01-2012,1,51,4
209,1,2012-01-12,40.0,31.0,36.0,0.0,31.0,34.0,29.0,0.0,0.0,0.0,RA SN BR,0.0,0.69,29.62,29.74,10.7,5.0,12.3,12-01-2012,1,93,3
221,14,2012-01-12,37.0,18.0,28.0,-8.0,2.0,22.0,37.0,0.0,739.0,1738.0, ,0.0,0.0,28.76,30.16,16.8,32.0,17.3,12-01-2012,2,5,76
221,14,2012-01-12,37.0,18.0,28.0,-8.0,2.0,22.0,37.0,0.0,739.0,1738.0, ,0.0,0.0,28.76,30.16,16.8,32.0,17.3,12-01-2012,2,44,81
221,14,2012-01-12,37.0,18.0,28.0,-8.0,2.0,22.0,37.0,0.0,739.0,1738.0, ,0.0,0.0,28.76,30.16,16.8,32.0,17.3,12-01-2012,2,85,1
214,7,2012-01-12,36.0,18.0,27.0,0.0,3.0,21.0,38.0,0.0,0.0,0.0, ,0.0,0.0,28.77,30.17,12.4,31.0,12.8,12-01-2012,3,5,25
214,7,2012-01-12,36.0,18.0,27.0,0.0,3.0,21.0,38.0,0.0,0.0,0.0, ,0.0,0.0,28.77,30.17,12.4,31.0,12.8,12-01-2012,3,45,68
216,9,2012-01-12,16.0,11.0,14.0,0.0,5.0,12.0,51.0,0.0,0.0,0.0,SN,0.0,0.004589201877934271,29.08,29.86,18.0,33.0,18.2,12-01-2012,4,9,73
216,9,2012-01-12,16.0,11.0,14.0,0.0,5.0,12.0,51.0,0.0,0.0,0.0,SN,0.0,0.004589201877934271,29.08,29.86,18.0,33.0,18.2,12-01-2012,4,27,7
216,9,2012-01-12,16.0,11.0,14.0,0.0,5.0,12.0,51.0,0.0,0.0,0.0,SN,0.0,0.004589201877934271,29.08,29.86,18.0,33.0,18.2,12-01-2012,4,90,1
219,12,2012-01-12,74.0,49.0,62.0,0.0,53.0,58.0,3.0,0.0,0.0,0.0, ,0.0,0.0,29.79,29.84,10.0,24.0,10.5,12-01-2012,5,16,36
219,12,2012-01-12,74.0,49.0,62.0,0.0,53.0,58.0,3.0,0.0,0.0,0.0, ,0.0,0.0,29.79,29.84,10.0,24.0,10.5,12-01-2012,5,20,1
